station_id,station_name,state,latitude,longitude,operator_id,last_verified,charger_count
474459,Big Banana Tesla Supercharger,NEW SOUTH WALES,-30.274110914833187,153.13253636781275,1,2026-01-25T00:52:00Z,2
474457,The Ponds Shopping Centre,NEW SOUTH WALES,-33.706177569208975,150.91276385955848,3625,2026-01-25T00:31:00Z,1
474435,Merriden Supercharger,WESTERN AUSTRALIA,-31.48102875567887,118.27822516113406,3534,2026-01-21T10:52:00Z,3
473174,Corrigin Charger,WESTERN AUSTRALIA,-32.33414525317049,117.87559193743596,3339,2026-01-21T10:36:00Z,1
472991,Mandurah Forum Mall,WESTERN AUSTRALIA,-32.53577960295785,115.74472408771112,3339,2026-01-12T08:04:00Z,1
472388,Balladonia - WA EV Network,WESTERN AUSTRALIA,-32.35432951007393,123.61954850785789,3339,2026-01-01T05:14:00Z,2
471411,Kaniva Tesla Supercharger,VICTORIA,-36.37875081316521,141.23908092739225,3534,2025-12-27T12:48:00Z,1
471035,"Gin Gin, QLD - Dear St",QUEENSLAND,-24.989456028418857,151.95345505093815,3534,2025-12-19T00:12:00Z,1
471034,Albury Showground,NEW SOUTH WALES,-36.06509679862696,146.93423532068664,3622,2025-12-18T23:32:00Z,1
471033,Dog on the Tuckerbox,NEW SOUTH WALES,-35.00129644033861,148.11056333609463,3388,2025-12-18T23:27:00Z,1
470793,Serpentine  Jarahdale Municipal Charger,WESTERN AUSTRALIA,-32.29770145683969,115.98462064728506,3339,2025-12-10T10:56:00Z,1
470672,Manjimup NRMA,WESTERN AUSTRALIA,-34.23994388198981,116.1481549246804,3388,2025-12-14T06:18:00Z,4
470663,Eneabba NRMA,WESTERN AUSTRALIA,-29.820973736299308,115.26611873091292,3339,2025-12-25T06:24:00Z,4
470502,The Promenade,WESTERN AUSTRALIA,-33.28240261266069,115.74093768217692,3339,2025-12-01T12:39:00Z,1
470328,14 Pascoe Street Parking - Apollo Bay,VICTORIA,-38.75839829625584,143.66892168961192,3398,2025-12-02T01:28:00Z,2
470327,Port Fairy Sea Scouts,VICTORIA,-38.38374006982256,142.23858472162362,3398,2025-12-02T00:23:00Z,2
470301,Maule Road,WESTERN AUSTRALIA,-32.0859150105917,115.88137068079531,3716,2025-11-28T08:27:00Z,1
470244,Scarborough Beach Road,WESTERN AUSTRALIA,-31.904578816550888,115.80624524662517,1,2025-11-26T18:27:00Z,1
470243,Osborne Park Supercharger,WESTERN AUSTRALIA,-31.90969571694111,115.81261416287998,3534,2025-11-26T18:17:00Z,6
470241,Subiaco DC Charger,WESTERN AUSTRALIA,-31.943967463962927,115.82864117108204,3339,2025-11-26T17:20:00Z,4
462699,Donato,VICTORIA,-38.256545398294726,145.0374398950537,1,2025-11-04T11:49:00Z,1
462383,Evie Mansfield,VICTORIA,-37.05103784342149,146.08673665423203,3398,2025-10-25T23:59:00Z,2
461964,Kennington Village Shopping Centre,VICTORIA,-36.77522424001277,144.305953060746,1,2025-10-12T01:39:00Z,1
461963,La Trobe University Bendigo,VICTORIA,-36.778689772739966,144.30153718662336,1,2025-10-12T01:29:00Z,1
461814,Common People Brewing,NEW SOUTH WALES,-28.696494360025127,153.50949385748115,1,2025-10-09T04:14:00Z,1
461735,Tesla Supercharger Keysborough,VICTORIA,-37.99265638766672,145.14482179447077,3534,2025-10-05T04:09:00Z,1
461734,Tesla Supercharger Nhill,VICTORIA,-36.332722244434336,141.651505985629,3534,2025-10-05T04:09:00Z,1
461732,Shell Recharge Corio,VICTORIA,-38.07542415453054,144.37025628239667,3625,2025-10-05T04:04:00Z,1
461731,Ampcharge Waurn Ponds,VICTORIA,-38.19919196237264,144.31698737047805,3625,2025-10-05T03:59:00Z,1
461730,Ampcharge Karingal Hub,VICTORIA,-38.15191969262739,145.16596676548875,3625,2025-10-05T03:59:00Z,1
461729,Bunnings Springvale,VICTORIA,-37.931885715813294,145.1527741495313,3622,2025-10-05T03:54:00Z,1
461728,Evie Doncaster East,VICTORIA,-37.7617875851612,145.16840228271178,3398,2025-10-05T03:54:00Z,1
461335,Tesla Supercharger Coolac ,NEW SOUTH WALES,-34.92406429306022,148.16582371947493,3534,2025-09-24T02:47:00Z,1
461192,Equinox Business Park,ACT,-35.32076185148239,149.09758722281003,3719,2025-09-20T15:15:00Z,1
